"id","store_type","store_sqft","grocery_sqft","frozen_sqft","meat_sqft","coffee_bar","video_store","salad_bar","prepared_food","florist"
64,"Supermarket",30268,22063,4923,3282,0,0,0,0,0
65,"Supermarket",30268,22063,4923,3282,0,0,0,0,0
66,"Supermarket",30268,22063,4923,3282,0,0,0,0,0
67,"Supermarket",30268,22063,4923,3282,0,0,0,0,0
68,"Supermarket",30268,22063,4923,3282,0,0,0,0,0
69,"Supermarket",30268,22063,4923,3282,0,0,0,0,0
70,"Supermarket",30268,22063,4923,3282,0,0,0,0,0
71,"Supermarket",30268,22063,4923,3282,0,0,0,0,0
72,"Supermarket",30268,22063,4923,3282,0,0,0,0,0
73,"Supermarket",30268,22063,4923,3282,0,0,0,0,0
74,"Supermarket",23598,14210,5633,3755,0,0,0,0,1
75,"Supermarket",23598,14210,5633,3755,0,0,0,0,1
76,"Supermarket",23598,14210,5633,3755,0,0,0,0,1
77,"Supermarket",23598,14210,5633,3755,0,0,0,0,1
78,"Supermarket",23598,14210,5633,3755,0,0,0,0,1
79,"Supermarket",23598,14210,5633,3755,0,0,0,0,1
80,"Supermarket",23598,14210,5633,3755,0,0,0,0,1
81,"Supermarket",23598,14210,5633,3755,0,0,0,0,1
82,"Supermarket",23598,14210,5633,3755,0,0,0,0,1
83,"Gourmet Supermarket",23688,15337,5011,3340,1,1,1,1,1
84,"Gourmet Supermarket",23688,15337,5011,3340,1,1,1,1,1
85,"Gourmet Supermarket",23688,15337,5011,3340,1,1,1,1,1
86,"Gourmet Supermarket",23688,15337,5011,3340,1,1,1,1,1
87,"Gourmet Supermarket",23688,15337,5011,3340,1,1,1,1,1
88,"Gourmet Supermarket",23688,15337,5011,3340,1,1,1,1,1
89,"Gourmet Supermarket",23688,15337,5011,3340,1,1,1,1,1
90,"Gourmet Supermarket",23688,15337,5011,3340,1,1,1,1,1
91,"Gourmet Supermarket",23688,15337,5011,3340,1,1,1,1,1
92,"Gourmet Supermarket",23688,15337,5011,3340,1,1,1,1,1
93,"Gourmet Supermarket",23688,15337,5011,3340,1,1,1,1,1
94,"Gourmet Supermarket",23688,15337,5011,3340,1,1,1,1,1
95,"Gourmet Supermarket",23688,15337,5011,3340,1,1,1,1,1
96,"Gourmet Supermarket",23688,15337,5011,3340,1,1,1,1,1
97,"Gourmet Supermarket",23688,15337,5011,3340,1,1,1,1,1
98,"Gourmet Supermarket",23688,15337,5011,3340,1,1,1,1,1
99,"Gourmet Supermarket",23688,15337,5011,3340,1,1,1,1,1
100,"Gourmet Supermarket",23688,15337,5011,3340,1,1,1,1,1
101,"Supermarket",20319,16232,2452,1635,0,0,0,0,0
102,"Supermarket",20319,16232,2452,1635,0,0,0,0,0
103,"Supermarket",20319,16232,2452,1635,0,0,0,0,0
104,"Supermarket",20319,16232,2452,1635,0,0,0,0,0
105,"Supermarket",20319,16232,2452,1635,0,0,0,0,0
106,"Supermarket",20319,16232,2452,1635,0,0,0,0,0
107,"Supermarket",20319,16232,2452,1635,0,0,0,0,0
108,"Supermarket",20319,16232,2452,1635,0,0,0,0,0
109,"Supermarket",20319,16232,2452,1635,0,0,0,0,0
110,"Supermarket",20319,16232,2452,1635,0,0,0,0,0
111,"Small Grocery",28206,22271,3561,2374,1,0,0,0,0
112,"Small Grocery",28206,22271,3561,2374,1,0,0,0,0
113,"Small Grocery",28206,22271,3561,2374,1,0,0,0,0
114,"Supermarket",34791,26354,5062,3375,0,0,1,1,0
115,"Supermarket",34791,26354,5062,3375,0,0,1,1,0
116,"Supermarket",34791,26354,5062,3375,0,0,1,1,0
117,"Supermarket",34791,26354,5062,3375,0,0,1,1,0
118,"Supermarket",34791,26354,5062,3375,0,0,1,1,0
119,"Supermarket",34791,26354,5062,3375,0,0,1,1,0
120,"Deluxe Supermarket",30797,20141,6393,4262,1,1,1,1,1
121,"Deluxe Supermarket",30797,20141,6393,4262,1,1,1,1,1
122,"Deluxe Supermarket",30797,20141,6393,4262,1,1,1,1,1
123,"Deluxe Supermarket",30797,20141,6393,4262,1,1,1,1,1
124,"Deluxe Supermarket",30797,20141,6393,4262,1,1,1,1,1
125,"Deluxe Supermarket",30797,20141,6393,4262,1,1,1,1,1
126,"Deluxe Supermarket",30797,20141,6393,4262,1,1,1,1,1
127,"Deluxe Supermarket",30797,20141,6393,4262,1,1,1,1,1
128,"Deluxe Supermarket",30797,20141,6393,4262,1,1,1,1,1
129,"Deluxe Supermarket",30797,20141,6393,4262,1,1,1,1,1
130,"Deluxe Supermarket",30797,20141,6393,4262,1,1,1,1,1
131,"Deluxe Supermarket",30797,20141,6393,4262,1,1,1,1,1
132,"Deluxe Supermarket",30797,20141,6393,4262,1,1,1,1,1
133,"Deluxe Supermarket",30797,20141,6393,4262,1,1,1,1,1
134,"Deluxe Supermarket",30797,20141,6393,4262,1,1,1,1,1
135,"Deluxe Supermarket",30797,20141,6393,4262,1,1,1,1,1
136,"Deluxe Supermarket",30797,20141,6393,4262,1,1,1,1,1
137,"Mid-Size Grocery",38382,30351,4819,3213,0,0,0,0,0
138,"Mid-Size Grocery",38382,30351,4819,3213,0,0,0,0,0
139,"Mid-Size Grocery",38382,30351,4819,3213,0,0,0,0,0
140,"Deluxe Supermarket",30584,21938,5188,3458,1,1,1,1,1
141,"Mid-Size Grocery",38382,30351,4819,3213,0,0,0,0,0
142,"Deluxe Supermarket",30584,21938,5188,3458,1,1,1,1,1
143,"Deluxe Supermarket",30584,21938,5188,3458,1,1,1,1,1
144,"Mid-Size Grocery",38382,30351,4819,3213,0,0,0,0,0
145,"Deluxe Supermarket",30584,21938,5188,3458,1,1,1,1,1
146,"Mid-Size Grocery",38382,30351,4819,3213,0,0,0,0,0
147,"Mid-Size Grocery",38382,30351,4819,3213,0,0,0,0,0
148,"Deluxe Supermarket",30584,21938,5188,3458,1,1,1,1,1
149,"Deluxe Supermarket",30584,21938,5188,3458,1,1,1,1,1
150,"Mid-Size Grocery",38382,30351,4819,3213,0,0,0,0,0
151,"Deluxe Supermarket",30584,21938,5188,3458,1,1,1,1,1
152,"Deluxe Supermarket",30584,21938,5188,3458,1,1,1,1,1
153,"Mid-Size Grocery",36509,22450,8435,5624,0,0,0,0,0
154,"Mid-Size Grocery",36509,22450,8435,5624,0,0,0,0,0
155,"Mid-Size Grocery",36509,22450,8435,5624,0,0,0,0,0
156,"Mid-Size Grocery",36509,22450,8435,5624,0,0,0,0,0
157,"Deluxe Supermarket",23112,16418,4016,2678,1,1,1,1,1
158,"Deluxe Supermarket",23112,16418,4016,2678,1,1,1,1,1
159,"Deluxe Supermarket",23112,16418,4016,2678,1,1,1,1,1
160,"Deluxe Supermarket",23112,16418,4016,2678,1,1,1,1,1
161,"Deluxe Supermarket",23112,16418,4016,2678,1,1,1,1,1
162,"Deluxe Supermarket",23112,16418,4016,2678,1,1,1,1,1
163,"Deluxe Supermarket",23112,16418,4016,2678,1,1,1,1,1
164,"Deluxe Supermarket",23112,16418,4016,2678,1,1,1,1,1
165,"Deluxe Supermarket",23112,16418,4016,2678,1,1,1,1,1
166,"Deluxe Supermarket",23112,16418,4016,2678,1,1,1,1,1
167,"Deluxe Supermarket",23112,16418,4016,2678,1,1,1,1,1
168,"Deluxe Supermarket",23112,16418,4016,2678,1,1,1,1,1
169,"Deluxe Supermarket",23112,16418,4016,2678,1,1,1,1,1
170,"Deluxe Supermarket",23112,16418,4016,2678,1,1,1,1,1
171,"Deluxe Supermarket",23112,16418,4016,2678,1,1,1,1,1
172,"Deluxe Supermarket",23112,16418,4016,2678,1,1,1,1,1
173,"Deluxe Supermarket",23112,16418,4016,2678,1,1,1,1,1
174,"Deluxe Supermarket",23112,16418,4016,2678,1,1,1,1,1
175,"Supermarket",39696,24390,9184,6122,0,0,1,1,0
176,"Supermarket",39696,24390,9184,6122,0,0,1,1,0
177,"Supermarket",39696,24390,9184,6122,0,0,1,1,0
178,"Supermarket",39696,24390,9184,6122,0,0,1,1,0
179,"Supermarket",39696,24390,9184,6122,0,0,1,1,0
180,"Supermarket",39696,24390,9184,6122,0,0,1,1,0
181,"Supermarket",39696,24390,9184,6122,0,0,1,1,0
182,"Supermarket",39696,24390,9184,6122,0,0,1,1,0
183,"Supermarket",39696,24390,9184,6122,0,0,1,1,0
184,"Supermarket",39696,24390,9184,6122,0,0,1,1,0
185,"Supermarket",39696,24390,9184,6122,0,0,1,1,0
186,"Supermarket",39696,24390,9184,6122,0,0,1,1,0
187,"Supermarket",39696,24390,9184,6122,0,0,1,1,0
188,"Gourmet Supermarket",23759,16844,4149,2766,1,0,1,1,1
189,"Gourmet Supermarket",23759,16844,4149,2766,1,0,1,1,1
190,"Small Grocery",24597,15012,5751,3834,1,0,0,0,0
191,"Small Grocery",24597,15012,5751,3834,1,0,0,0,0
192,"Supermarket",23593,17475,3671,2447,0,0,0,0,0
193,"Supermarket",23593,17475,3671,2447,0,0,0,0,0
194,"Small Grocery",22478,15321,4294,2863,1,0,0,0,0
195,"Mid-Size Grocery",34452,27463,4193,2795,1,0,0,0,1
196,"Deluxe Supermarket",27694,18670,5415,3610,1,1,1,1,1
197,"Deluxe Supermarket",27694,18670,5415,3610,1,1,1,1,1
198,"Deluxe Supermarket",27694,18670,5415,3610,1,1,1,1,1
199,"Deluxe Supermarket",27694,18670,5415,3610,1,1,1,1,1
200,"Deluxe Supermarket",27694,18670,5415,3610,1,1,1,1,1
201,"Deluxe Supermarket",27694,18670,5415,3610,1,1,1,1,1
202,"Deluxe Supermarket",27694,18670,5415,3610,1,1,1,1,1
203,"Deluxe Supermarket",27694,18670,5415,3610,1,1,1,1,1
204,"Deluxe Supermarket",27694,18670,5415,3610,1,1,1,1,1
205,"Deluxe Supermarket",27694,18670,5415,3610,1,1,1,1,1
206,"Deluxe Supermarket",27694,18670,5415,3610,1,1,1,1,1
207,"Deluxe Supermarket",27694,18670,5415,3610,1,1,1,1,1
208,"Deluxe Supermarket",27694,18670,5415,3610,1,1,1,1,1
209,"Deluxe Supermarket",27694,18670,5415,3610,1,1,1,1,1
210,"Deluxe Supermarket",27694,18670,5415,3610,1,1,1,1,1
211,"Deluxe Supermarket",27694,18670,5415,3610,1,1,1,1,1
212,"Deluxe Supermarket",27694,18670,5415,3610,1,1,1,1,1
213,"Deluxe Supermarket",27694,18670,5415,3610,1,1,1,1,1
214,"Deluxe Supermarket",27694,18670,5415,3610,1,1,1,1,1
215,"Deluxe Supermarket",27694,18670,5415,3610,1,1,1,1,1
216,"Deluxe Supermarket",27694,18670,5415,3610,1,1,1,1,1
217,"Deluxe Supermarket",27694,18670,5415,3610,1,1,1,1,1
218,"Deluxe Supermarket",27694,18670,5415,3610,1,1,1,1,1
219,"Deluxe Supermarket",27694,18670,5415,3610,1,1,1,1,1
220,"Deluxe Supermarket",27694,18670,5415,3610,1,1,1,1,1
221,"Deluxe Supermarket",27694,18670,5415,3610,1,1,1,1,1
222,"Deluxe Supermarket",27694,18670,5415,3610,1,1,1,1,1
223,"Deluxe Supermarket",27694,18670,5415,3610,1,1,1,1,1
224,"Deluxe Supermarket",27694,18670,5415,3610,1,1,1,1,1
225,"Deluxe Supermarket",27694,18670,5415,3610,1,1,1,1,1
226,"Deluxe Supermarket",27694,18670,5415,3610,1,1,1,1,1
227,"Deluxe Supermarket",27694,18670,5415,3610,1,1,1,1,1
228,"Deluxe Supermarket",27694,18670,5415,3610,1,1,1,1,1
229,"Deluxe Supermarket",27694,18670,5415,3610,1,1,1,1,1
230,"Deluxe Supermarket",27694,18670,5415,3610,1,1,1,1,1
231,"Deluxe Supermarket",27694,18670,5415,3610,1,1,1,1,1
232,"Deluxe Supermarket",27694,18670,5415,3610,1,1,1,1,1
233,"Deluxe Supermarket",27694,18670,5415,3610,1,1,1,1,1
234,"Deluxe Supermarket",27694,18670,5415,3610,1,1,1,1,1
235,"Deluxe Supermarket",27694,18670,5415,3610,1,1,1,1,1
236,"Deluxe Supermarket",27694,18670,5415,3610,1,1,1,1,1
237,"Deluxe Supermarket",27694,18670,5415,3610,1,1,1,1,1
238,"Deluxe Supermarket",27694,18670,5415,3610,1,1,1,1,1
239,"Deluxe Supermarket",27694,18670,5415,3610,1,1,1,1,1
240,"Deluxe Supermarket",27694,18670,5415,3610,1,1,1,1,1
241,"Deluxe Supermarket",27694,18670,5415,3610,1,1,1,1,1
242,"Deluxe Supermarket",27694,18670,5415,3610,1,1,1,1,1
243,"Deluxe Supermarket",27694,18670,5415,3610,1,1,1,1,1
244,"Deluxe Supermarket",27694,18670,5415,3610,1,1,1,1,1
245,"Deluxe Supermarket",27694,18670,5415,3610,1,1,1,1,1
246,"Deluxe Supermarket",27694,18670,5415,3610,1,1,1,1,1
247,"Deluxe Supermarket",27694,18670,5415,3610,1,1,1,1,1
248,"Deluxe Supermarket",27694,18670,5415,3610,1,1,1,1,1
249,"Deluxe Supermarket",27694,18670,5415,3610,1,1,1,1,1
250,"Deluxe Supermarket",27694,18670,5415,3610,1,1,1,1,1
251,"Deluxe Supermarket",27694,18670,5415,3610,1,1,1,1,1
252,"Deluxe Supermarket",27694,18670,5415,3610,1,1,1,1,1
253,"Deluxe Supermarket",27694,18670,5415,3610,1,1,1,1,1
254,"Deluxe Supermarket",27694,18670,5415,3610,1,1,1,1,1
255,"Deluxe Supermarket",27694,18670,5415,3610,1,1,1,1,1
256,"Deluxe Supermarket",27694,18670,5415,3610,1,1,1,1,1
257,"Deluxe Supermarket",27694,18670,5415,3610,1,1,1,1,1
258,"Deluxe Supermarket",27694,18670,5415,3610,1,1,1,1,1
259,"Deluxe Supermarket",27694,18670,5415,3610,1,1,1,1,1
260,"Deluxe Supermarket",27694,18670,5415,3610,1,1,1,1,1
261,"Deluxe Supermarket",27694,18670,5415,3610,1,1,1,1,1
262,"Deluxe Supermarket",27694,18670,5415,3610,1,1,1,1,1
263,"Deluxe Supermarket",27694,18670,5415,3610,1,1,1,1,1
264,"Deluxe Supermarket",27694,18670,5415,3610,1,1,1,1,1
265,"Deluxe Supermarket",33858,22123,7041,4694,1,0,1,1,1
266,"Deluxe Supermarket",33858,22123,7041,4694,1,0,1,1,1
267,"Deluxe Supermarket",33858,22123,7041,4694,1,0,1,1,1
268,"Deluxe Supermarket",33858,22123,7041,4694,1,0,1,1,1
269,"Deluxe Supermarket",33858,22123,7041,4694,1,0,1,1,1
270,"Deluxe Supermarket",33858,22123,7041,4694,1,0,1,1,1
271,"Deluxe Supermarket",33858,22123,7041,4694,1,0,1,1,1
272,"Deluxe Supermarket",33858,22123,7041,4694,1,0,1,1,1
273,"Deluxe Supermarket",33858,22123,7041,4694,1,0,1,1,1
274,"Deluxe Supermarket",33858,22123,7041,4694,1,0,1,1,1
275,"Deluxe Supermarket",33858,22123,7041,4694,1,0,1,1,1
276,"Deluxe Supermarket",33858,22123,7041,4694,1,0,1,1,1
277,"Deluxe Supermarket",33858,22123,7041,4694,1,0,1,1,1
278,"Deluxe Supermarket",33858,22123,7041,4694,1,0,1,1,1
279,"Deluxe Supermarket",33858,22123,7041,4694,1,0,1,1,1
280,"Deluxe Supermarket",33858,22123,7041,4694,1,0,1,1,1
281,"Deluxe Supermarket",33858,22123,7041,4694,1,0,1,1,1
282,"Deluxe Supermarket",33858,22123,7041,4694,1,0,1,1,1
283,"Deluxe Supermarket",33858,22123,7041,4694,1,0,1,1,1
284,"Deluxe Supermarket",33858,22123,7041,4694,1,0,1,1,1
285,"Deluxe Supermarket",33858,22123,7041,4694,1,0,1,1,1
286,"Deluxe Supermarket",33858,22123,7041,4694,1,0,1,1,1
287,"Deluxe Supermarket",33858,22123,7041,4694,1,0,1,1,1
288,"Deluxe Supermarket",33858,22123,7041,4694,1,0,1,1,1
289,"Deluxe Supermarket",33858,22123,7041,4694,1,0,1,1,1
290,"Deluxe Supermarket",33858,22123,7041,4694,1,0,1,1,1
291,"Deluxe Supermarket",33858,22123,7041,4694,1,0,1,1,1
292,"Deluxe Supermarket",33858,22123,7041,4694,1,0,1,1,1
293,"Deluxe Supermarket",33858,22123,7041,4694,1,0,1,1,1
294,"Deluxe Supermarket",33858,22123,7041,4694,1,0,1,1,1
295,"Deluxe Supermarket",33858,22123,7041,4694,1,0,1,1,1
296,"Deluxe Supermarket",33858,22123,7041,4694,1,0,1,1,1
297,"Deluxe Supermarket",33858,22123,7041,4694,1,0,1,1,1
298,"Deluxe Supermarket",33858,22123,7041,4694,1,0,1,1,1
299,"Deluxe Supermarket",33858,22123,7041,4694,1,0,1,1,1
300,"Deluxe Supermarket",33858,22123,7041,4694,1,0,1,1,1
301,"Deluxe Supermarket",33858,22123,7041,4694,1,0,1,1,1
302,"Deluxe Supermarket",33858,22123,7041,4694,1,0,1,1,1
303,"Deluxe Supermarket",33858,22123,7041,4694,1,0,1,1,1
304,"Deluxe Supermarket",33858,22123,7041,4694,1,0,1,1,1
305,"Deluxe Supermarket",33858,22123,7041,4694,1,0,1,1,1
306,"Deluxe Supermarket",33858,22123,7041,4694,1,0,1,1,1
307,"Deluxe Supermarket",33858,22123,7041,4694,1,0,1,1,1
308,"Deluxe Supermarket",33858,22123,7041,4694,1,0,1,1,1
309,"Deluxe Supermarket",33858,22123,7041,4694,1,0,1,1,1
310,"Deluxe Supermarket",33858,22123,7041,4694,1,0,1,1,1
311,"Deluxe Supermarket",33858,22123,7041,4694,1,0,1,1,1
312,"Deluxe Supermarket",33858,22123,7041,4694,1,0,1,1,1
313,"Deluxe Supermarket",33858,22123,7041,4694,1,0,1,1,1
314,"Deluxe Supermarket",33858,22123,7041,4694,1,0,1,1,1
315,"Deluxe Supermarket",33858,22123,7041,4694,1,0,1,1,1
316,"Deluxe Supermarket",33858,22123,7041,4694,1,0,1,1,1
317,"Deluxe Supermarket",33858,22123,7041,4694,1,0,1,1,1
318,"Deluxe Supermarket",33858,22123,7041,4694,1,0,1,1,1
319,"Deluxe Supermarket",33858,22123,7041,4694,1,0,1,1,1
320,"Deluxe Supermarket",33858,22123,7041,4694,1,0,1,1,1
321,"Deluxe Supermarket",33858,22123,7041,4694,1,0,1,1,1
322,"Deluxe Supermarket",33858,22123,7041,4694,1,0,1,1,1
323,"Deluxe Supermarket",33858,22123,7041,4694,1,0,1,1,1
324,"Deluxe Supermarket",33858,22123,7041,4694,1,0,1,1,1
325,"Deluxe Supermarket",33858,22123,7041,4694,1,0,1,1,1
326,"Deluxe Supermarket",33858,22123,7041,4694,1,0,1,1,1
327,"Deluxe Supermarket",33858,22123,7041,4694,1,0,1,1,1
328,"Deluxe Supermarket",33858,22123,7041,4694,1,0,1,1,1
329,"Deluxe Supermarket",33858,22123,7041,4694,1,0,1,1,1
330,"Deluxe Supermarket",33858,22123,7041,4694,1,0,1,1,1
331,"Deluxe Supermarket",33858,22123,7041,4694,1,0,1,1,1
332,"Deluxe Supermarket",33858,22123,7041,4694,1,0,1,1,1
333,"Deluxe Supermarket",33858,22123,7041,4694,1,0,1,1,1
334,"Deluxe Supermarket",33858,22123,7041,4694,1,0,1,1,1
335,"Deluxe Supermarket",33858,22123,7041,4694,1,0,1,1,1
336,"Deluxe Supermarket",33858,22123,7041,4694,1,0,1,1,1
337,"Deluxe Supermarket",33858,22123,7041,4694,1,0,1,1,1
338,"Deluxe Supermarket",33858,22123,7041,4694,1,0,1,1,1
339,"Deluxe Supermarket",33858,22123,7041,4694,1,0,1,1,1
340,"Deluxe Supermarket",33858,22123,7041,4694,1,0,1,1,1
341,"Deluxe Supermarket",33858,22123,7041,4694,1,0,1,1,1
342,"Deluxe Supermarket",33858,22123,7041,4694,1,0,1,1,1
343,"Deluxe Supermarket",33858,22123,7041,4694,1,0,1,1,1
344,"Deluxe Supermarket",33858,22123,7041,4694,1,0,1,1,1
345,"Deluxe Supermarket",33858,22123,7041,4694,1,0,1,1,1
346,"Deluxe Supermarket",33858,22123,7041,4694,1,0,1,1,1
347,"Supermarket",21215,13305,4746,3164,1,0,0,0,0
348,"Supermarket",21215,13305,4746,3164,1,0,0,0,0
349,"Supermarket",21215,13305,4746,3164,1,0,0,0,0
350,"Supermarket",21215,13305,4746,3164,1,0,0,0,0
351,"Supermarket",21215,13305,4746,3164,1,0,0,0,0
352,"Supermarket",21215,13305,4746,3164,1,0,0,0,0
353,"Supermarket",21215,13305,4746,3164,1,0,0,0,0
354,"Supermarket",21215,13305,4746,3164,1,0,0,0,0
355,"Supermarket",21215,13305,4746,3164,1,0,0,0,0
356,"Supermarket",21215,13305,4746,3164,1,0,0,0,0
357,"Supermarket",21215,13305,4746,3164,1,0,0,0,0
358,"Supermarket",21215,13305,4746,3164,1,0,0,0,0
359,"Supermarket",21215,13305,4746,3164,1,0,0,0,0
360,"Supermarket",21215,13305,4746,3164,1,0,0,0,0
361,"Supermarket",21215,13305,4746,3164,1,0,0,0,0
362,"Supermarket",21215,13305,4746,3164,1,0,0,0,0
363,"Supermarket",21215,13305,4746,3164,1,0,0,0,0
364,"Supermarket",21215,13305,4746,3164,1,0,0,0,0
365,"Supermarket",21215,13305,4746,3164,1,0,0,0,0
366,"Supermarket",21215,13305,4746,3164,1,0,0,0,0
367,"Supermarket",21215,13305,4746,3164,1,0,0,0,0
368,"Supermarket",21215,13305,4746,3164,1,0,0,0,0
369,"Supermarket",21215,13305,4746,3164,1,0,0,0,0
370,"Supermarket",21215,13305,4746,3164,1,0,0,0,0
371,"Supermarket",21215,13305,4746,3164,1,0,0,0,0
372,"Supermarket",21215,13305,4746,3164,1,0,0,0,0
373,"Supermarket",21215,13305,4746,3164,1,0,0,0,0
374,"Supermarket",21215,13305,4746,3164,1,0,0,0,0
375,"Supermarket",21215,13305,4746,3164,1,0,0,0,0
376,"Supermarket",21215,13305,4746,3164,1,0,0,0,0
377,"Supermarket",21215,13305,4746,3164,1,0,0,0,0
378,"Supermarket",21215,13305,4746,3164,1,0,0,0,0
379,"Supermarket",21215,13305,4746,3164,1,0,0,0,0
380,"Supermarket",21215,13305,4746,3164,1,0,0,0,0
381,"Supermarket",21215,13305,4746,3164,1,0,0,0,0
382,"Supermarket",21215,13305,4746,3164,1,0,0,0,0
383,"Supermarket",21215,13305,4746,3164,1,0,0,0,0
384,"Supermarket",21215,13305,4746,3164,1,0,0,0,0
385,"Supermarket",21215,13305,4746,3164,1,0,0,0,0
386,"Supermarket",21215,13305,4746,3164,1,0,0,0,0
387,"Supermarket",21215,13305,4746,3164,1,0,0,0,0
388,"Supermarket",21215,13305,4746,3164,1,0,0,0,0
389,"Supermarket",21215,13305,4746,3164,1,0,0,0,0
390,"Supermarket",21215,13305,4746,3164,1,0,0,0,0
391,"Supermarket",21215,13305,4746,3164,1,0,0,0,0
392,"Supermarket",21215,13305,4746,3164,1,0,0,0,0
393,"Supermarket",21215,13305,4746,3164,1,0,0,0,0
394,"Supermarket",21215,13305,4746,3164,1,0,0,0,0
395,"Supermarket",21215,13305,4746,3164,1,0,0,0,0
396,"Supermarket",21215,13305,4746,3164,1,0,0,0,0
397,"Supermarket",21215,13305,4746,3164,1,0,0,0,0
398,"Supermarket",21215,13305,4746,3164,1,0,0,0,0
399,"Supermarket",21215,13305,4746,3164,1,0,0,0,0
400,"Supermarket",21215,13305,4746,3164,1,0,0,0,0
401,"Supermarket",21215,13305,4746,3164,1,0,0,0,0
402,"Supermarket",21215,13305,4746,3164,1,0,0,0,0
403,"Supermarket",21215,13305,4746,3164,1,0,0,0,0
404,"Supermarket",21215,13305,4746,3164,1,0,0,0,0
