"store_city","store_state","id"
"Vancouver","BC",21085
"Victoria","BC",29575
"Victoria","BC",44208
"Vancouver","BC",56894
"Vancouver","BC",33032
"Vancouver","BC",5944
"Vancouver","BC",40226
"Vancouver","BC",41052
"Vancouver","BC",32998
"Vancouver","BC",1148
"Vancouver","BC",57514
"Victoria","BC",50527
"Victoria","BC",19812
"Vancouver","BC",45940
"Vancouver","BC",26794
"Victoria","BC",39057
"Vancouver","BC",56902
"Victoria","BC",35599
"Vancouver","BC",5803
"Victoria","BC",54276
"Vancouver","BC",15702
"Vancouver","BC",28138
"Vancouver","BC",58677
"Victoria","BC",52264
"Vancouver","BC",41059
"Vancouver","BC",48209
"Vancouver","BC",45936
"Vancouver","BC",44101
"Vancouver","BC",20549
"Vancouver","BC",8224
"Vancouver","BC",26770
"Victoria","BC",29574
"Vancouver","BC",48984
"Vancouver","BC",24517
"Vancouver","BC",12237
"Vancouver","BC",8206
"Victoria","BC",52482
"Vancouver","BC",32999
"Vancouver","BC",59826
"Vancouver","BC",56132
"Vancouver","BC",28136
"Vancouver","BC",51580
"Vancouver","BC",58681
"Vancouver","BC",18941
"Vancouver","BC",57910
"Vancouver","BC",17573
"Victoria","BC",52269
"Vancouver","BC",43280
"Vancouver","BC",19711
"Vancouver","BC",32950
"Vancouver","BC",43291
"Vancouver","BC",14808
"Vancouver","BC",19007
"Vancouver","BC",11615
"Vancouver","BC",48208
"Vancouver","BC",11580
"Vancouver","BC",50290
"Vancouver","BC",46656
"Vancouver","BC",48968
"Vancouver","BC",37579
"Victoria","BC",46141
"Vancouver","BC",37592
"Vancouver","BC",12251
"Vancouver","BC",51012
"Vancouver","BC",11595
"Victoria","BC",6649
"Vancouver","BC",5727
"Vancouver","BC",17565
"Vancouver","BC",174
"Vancouver","BC",60393
"Vancouver","BC",56130
"Vancouver","BC",35751
"Vancouver","BC",17547
"Vancouver","BC",8228
"Vancouver","BC",51581
"Vancouver","BC",28860
"Vancouver","BC",52151
"Vancouver","BC",23658
"Vancouver","BC",26777
"Victoria","BC",6629
"Vancouver","BC",5914
"Vancouver","BC",5850
"Vancouver","BC",15701
"Vancouver","BC",45964
"Vancouver","BC",32984
"Vancouver","BC",23643
"Vancouver","BC",5800
"Vancouver","BC",43574
"Vancouver","BC",9860
"Victoria","BC",40388
"Vancouver","BC",28859
"Vancouver","BC",45965
"Vancouver","BC",49446
"Victoria","BC",21957
"Vancouver","BC",12262
"Vancouver","BC",54121
"Vancouver","BC",13882
"Vancouver","BC",24500
"Vancouver","BC",12239
"Vancouver","BC",54092
"Vancouver","BC",58899
"Victoria","BC",1946
"Vancouver","BC",5814
"Vancouver","BC",51591
"Vancouver","BC",17571
"Vancouver","BC",5754
"Victoria","BC",27269
"Vancouver","BC",5859
"Vancouver","BC",1806
"Vancouver","BC",12264
"Vancouver","BC",11551
"Vancouver","BC",43268
"Vancouver","BC",843
"Vancouver","BC",57734
"Victoria","BC",17028
"Vancouver","BC",7328
"Vancouver","BC",21084
"Victoria","BC",12344
"Vancouver","BC",20601
"Vancouver","BC",18968
"Vancouver","BC",5726
"Vancouver","BC",35745
"Vancouver","BC",19001
"Vancouver","BC",11542
"Vancouver","BC",20566
"Victoria","BC",14975
"Vancouver","BC",52173
"Vancouver","BC",32989
"Vancouver","BC",55468
"Vancouver","BC",5956
"Vancouver","BC",32965
"Vancouver","BC",16810
"Vancouver","BC",57498
"Vancouver","BC",26845
"Victoria","BC",27281
"Vancouver","BC",30193
"Vancouver","BC",5811
"Vancouver","BC",45927
"Vancouver","BC",18986
"Vancouver","BC",20578
"Vancouver","BC",38073
"Vancouver","BC",37598
"Vancouver","BC",59252
"Vancouver","BC",40211
"Vancouver","BC",59242
"Vancouver","BC",32993
"Victoria","BC",34988
"Victoria","BC",51703
"Vancouver","BC",37571
"Victoria","BC",57005
"Victoria","BC",43613
"Vancouver","BC",5832
"Victoria","BC",43614
"Victoria","BC",38505
"Vancouver","BC",45955
"Vancouver","BC",45933
"Vancouver","BC",58894
"Vancouver","BC",12490
"Vancouver","BC",11627
"Vancouver","BC",13874
"Vancouver","BC",36707
"Vancouver","BC",16512
"Victoria","BC",23889
"Vancouver","BC",41696
"Victoria","BC",7461
"Victoria","BC",6641
"Vancouver","BC",5907
"Victoria","BC",13301
"Vancouver","BC",41057
"Vancouver","BC",33735
"Vancouver","BC",5731
"Vancouver","BC",35162
"Vancouver","BC",11561
"Victoria","BC",12342
"Vancouver","BC",11628
"Victoria","BC",51118
"Vancouver","BC",11631
"Vancouver","BC",34759
"Vancouver","BC",57730
"Vancouver","BC",59835
"Vancouver","BC",40217
"Vancouver","BC",23636
"Victoria","BC",43404
"Vancouver","BC",11635
"Vancouver","BC",8215
"Victoria","BC",34987
"Vancouver","BC",26830
"Vancouver","BC",7333
"Vancouver","BC",9853
"Vancouver","BC",37578
"Victoria","BC",52272
"Vancouver","BC",55480
"Vancouver","BC",11637
"Vancouver","BC",9814
"Victoria","BC",16647
"Vancouver","BC",32970
"Vancouver","BC",9821
"Vancouver","BC",28150
"Vancouver","BC",60185
"Vancouver","BC",26831
"Victoria","BC",41200
"Vancouver","BC",12853
"Vancouver","BC",60390
"Vancouver","BC",5792
"Vancouver","BC",30867
"Victoria","BC",27817
"Victoria","BC",34996
"Vancouver","BC",21087
"Vancouver","BC",41685
"Vancouver","BC",38068
"Vancouver","BC",58682
"Vancouver","BC",30206
"Victoria","BC",34993
"Vancouver","BC",34793
"Vancouver","BC",5971
"Victoria","BC",22685
"Vancouver","BC",43263
"Vancouver","BC",34784
"Vancouver","BC",47477
"Vancouver","BC",5789
"Vancouver","BC",38471
"Vancouver","BC",19712
"Vancouver","BC",55473
"Vancouver","BC",9780
"Vancouver","BC",12851
"Vancouver","BC",56365
"Victoria","BC",48332
"Vancouver","BC",830
"Victoria","BC",14974
"Vancouver","BC",38981
"Vancouver","BC",24520
"Vancouver","BC",48981
"Vancouver","BC",44954
"Vancouver","BC",43577
"Vancouver","BC",26869
"Vancouver","BC",54760
"Vancouver","BC",38966
"Vancouver","BC",9790
"Vancouver","BC",16984
"Victoria","BC",39062
"Victoria","BC",35792
"Victoria","BC",29015
"Victoria","BC",51121
"Vancouver","BC",24493
"Vancouver","BC",5936
"Vancouver","BC",34775
"Vancouver","BC",33010
"Vancouver","BC",41707
"Victoria","BC",30337
"Vancouver","BC",5847
"Vancouver","BC",11586
"Vancouver","BC",57733
"Vancouver","BC",48218
"Vancouver","BC",31463
"Vancouver","BC",35748
"Vancouver","BC",18995
"Vancouver","BC",34795
"Vancouver","BC",45959
"Vancouver","BC",5827
"Victoria","BC",35598
"Vancouver","BC",36703
"Vancouver","BC",23655
"Vancouver","BC",13236
"Vancouver","BC",14802
"Victoria","BC",29014
"Vancouver","BC",54768
"Vancouver","BC",13902
"Vancouver","BC",5867
"Vancouver","BC",58895
"Vancouver","BC",26768
"Victoria","BC",35596
"Vancouver","BC",49844
"Victoria","BC",27264
"Victoria","BC",19242
"Vancouver","BC",58293
"Vancouver","BC",20596
"Vancouver","BC",41050
"Vancouver","BC",37584
"Vancouver","BC",9835
"Vancouver","BC",41712
"Vancouver","BC",53180
"Vancouver","BC",48189
"Vancouver","BC",5946
"Victoria","BC",40392
"Vancouver","BC",33739
"Vancouver","BC",16499
"Vancouver","BC",52160
"Vancouver","BC",15741
"Vancouver","BC",5719
"Vancouver","BC",54095
"Vancouver","BC",34754
"Vancouver","BC",26846
"Vancouver","BC",59995
"Victoria","BC",8414
"Vancouver","BC",23637
"Victoria","BC",37751
"Vancouver","BC",34791
"Vancouver","BC",57166
"Vancouver","BC",17568
"Vancouver","BC",12494
"Vancouver","BC",35161
"Victoria","BC",27263
"Vancouver","BC",38272
"Vancouver","BC",5783
"Vancouver","BC",45953
"Vancouver","BC",24521
"Vancouver","BC",5840
"Vancouver","BC",32959
"Victoria","BC",52266
"Vancouver","BC",26755
"Vancouver","BC",12861
"Vancouver","BC",42306
"Vancouver","BC",52443
"Vancouver","BC",44731
"Vancouver","BC",13889
"Vancouver","BC",46660
"Vancouver","BC",58298
"Vancouver","BC",27736
"Vancouver","BC",23669
"Vancouver","BC",41060
"Vancouver","BC",30849
"Vancouver","BC",51041
"Vancouver","BC",37567
"Vancouver","BC",30183
"Vancouver","BC",54753
"Vancouver","BC",46886
"Vancouver","BC",36131
"Vancouver","BC",55459
"Vancouver","BC",7346
"Vancouver","BC",14811
"Vancouver","BC",44116
"Vancouver","BC",28879
"Vancouver","BC",41956
"Vancouver","BC",34801
"Vancouver","BC",34805
"Vancouver","BC",38964
"Vancouver","BC",41686
"Vancouver","BC",56127
"Vancouver","BC",59431
"Vancouver","BC",46638
"Vancouver","BC",11543
"Victoria","BC",991
"Victoria","BC",10162
"Victoria","BC",40393
"Vancouver","BC",24489
"Vancouver","BC",16495
"Vancouver","BC",13906
"Vancouver","BC",26778
"Vancouver","BC",23672
"Victoria","BC",15870
"Vancouver","BC",5801
"Vancouver","BC",59433
"Vancouver","BC",30860
"Vancouver","BC",30189
"Vancouver","BC",54758
"Vancouver","BC",52185
"Vancouver","BC",13914
"Vancouver","BC",19721
"Vancouver","BC",35526
"Victoria","BC",34981
"Vancouver","BC",13244
"Vancouver","BC",26841
"Vancouver","BC",34762
"Vancouver","BC",51019
"Vancouver","BC",11566
"Vancouver","BC",5905
"Vancouver","BC",31462
"Vancouver","BC",46642
"Victoria","BC",33283
"Vancouver","BC",26769
"Vancouver","BC",40222
"Vancouver","BC",19715
"Vancouver","BC",7329
"Vancouver","BC",30857
"Vancouver","BC",12491
"Victoria","BC",52268
"Vancouver","BC",28845
"Vancouver","BC",5778
"Vancouver","BC",14813
"Vancouver","BC",54096
"Victoria","BC",6648
"Vancouver","BC",21828
"Vancouver","BC",41704
"Vancouver","BC",19699
"Vancouver","BC",49836
"Vancouver","BC",14827
"Vancouver","BC",24494
"Vancouver","BC",5718
"Vancouver","BC",28847
"Vancouver","BC",55470
"Vancouver","BC",41715
"Vancouver","BC",38067
"Vancouver","BC",48220
"Vancouver","BC",48194
"Vancouver","BC",59635
"Vancouver","BC",30836
"Vancouver","BC",58272
"Vancouver","BC",20553
"Victoria","BC",58361
"Vancouver","BC",45966
"Vancouver","BC",40208
"Vancouver","BC",53153
"Victoria","BC",34991
"Vancouver","BC",56370
"Vancouver","BC",55488
"Vancouver","BC",16529
"Vancouver","BC",31450
"Vancouver","BC",58664
"Vancouver","BC",11576
"Vancouver","BC",34821
"Vancouver","BC",53144
"Vancouver","BC",5781
"Victoria","BC",6660
"Vancouver","BC",26788
"Vancouver","BC",41691
"Victoria","BC",22690
"Vancouver","BC",21813
"Vancouver","BC",58284
"Vancouver","BC",45974
"Vancouver","BC",44108
"Vancouver","BC",19020
"Victoria","BC",13302
"Vancouver","BC",49002
"Vancouver","BC",57502
"Vancouver","BC",12248
"Vancouver","BC",839
"Vancouver","BC",5784
"Vancouver","BC",15724
"Vancouver","BC",55476
"Vancouver","BC",54769
"Vancouver","BC",20569
"Vancouver","BC",36687
"Victoria","BC",37748
"Victoria","BC",27274
"Vancouver","BC",26865
"Vancouver","BC",36122
"Vancouver","BC",24499
"Vancouver","BC",29482
"Vancouver","BC",14807
"Vancouver","BC",51597
"Victoria","BC",35198
"Vancouver","BC",7330
"Vancouver","BC",59821
"Vancouver","BC",13885
"Vancouver","BC",1792
"Vancouver","BC",48203
"Vancouver","BC",12859
"Vancouver","BC",36694
"Vancouver","BC",1829
"Vancouver","BC",8246
"Vancouver","BC",9789
"Vancouver","BC",47479
"Victoria","BC",44211
"Vancouver","BC",16513
"Vancouver","BC",47261
"Vancouver","BC",26809
"Vancouver","BC",34774
"Vancouver","BC",5978
"Vancouver","BC",50281
"Vancouver","BC",54120
"Vancouver","BC",56134
"Victoria","BC",35593
"Victoria","BC",10159
"Vancouver","BC",11578
"Vancouver","BC",24514
"Vancouver","BC",1828
"Vancouver","BC",9792
"Vancouver","BC",45960
"Vancouver","BC",40231
"Vancouver","BC",5932
"Victoria","BC",27283
"Vancouver","BC",41048
"Vancouver","BC",56913
"Vancouver","BC",9784
"Vancouver","BC",44718
"Vancouver","BC",34794
"Vancouver","BC",9795
"Victoria","BC",6644
"Vancouver","BC",26828
"Vancouver","BC",15706
"Vancouver","BC",44082
"Vancouver","BC",9809
"Vancouver","BC",35156
"Vancouver","BC",9824
"Victoria","BC",39059
"Vancouver","BC",44719
"Vancouver","BC",58271
"Vancouver","BC",14816
"Vancouver","BC",158
"Vancouver","BC",58299
"Vancouver","BC",29480
"Vancouver","BC",51598
"Vancouver","BC",53186
"Vancouver","BC",30855
"Vancouver","BC",18957
"Vancouver","BC",19008
"Victoria","BC",57007
"Vancouver","BC",40218
"Vancouver","BC",59832
"Vancouver","BC",15737
"Vancouver","BC",38978
"Victoria","BC",46744
"Vancouver","BC",46649
"Vancouver","BC",7335
"Vancouver","BC",11596
"Vancouver","BC",56886
"Vancouver","BC",22562
"Vancouver","BC",45969
"Vancouver","BC",43277
"Vancouver","BC",39402
"Vancouver","BC",47258
"Vancouver","BC",37583
"Vancouver","BC",5780
"Victoria","BC",54851
"Vancouver","BC",5775
"Victoria","BC",35594
"Victoria","BC",11874
"Vancouver","BC",34816
"Vancouver","BC",57165
"Vancouver","BC",26730
"Vancouver","BC",49828
"Vancouver","BC",5933
"Vancouver","BC",5896
"Vancouver","BC",29475
"Vancouver","BC",32957
"Vancouver","BC",46645
"Vancouver","BC",16511
"Victoria","BC",23887
"Victoria","BC",21956
"Vancouver","BC",15731
"Vancouver","BC",1789
"Vancouver","BC",56914
"Vancouver","BC",50088
"Vancouver","BC",38079
"Vancouver","BC",1146
"Vancouver","BC",18975
"Vancouver","BC",28856
"Vancouver","BC",13243
"Vancouver","BC",11588
"Vancouver","BC",5895
"Vancouver","BC",13898
"Vancouver","BC",44094
"Vancouver","BC",57167
"Vancouver","BC",41687
"Vancouver","BC",26816
"Vancouver","BC",48192
"Vancouver","BC",12858
"Vancouver","BC",47266
"Vancouver","BC",46658
"Vancouver","BC",7342
"Vancouver","BC",56373
"Vancouver","BC",23648
"Victoria","BC",27284
"Vancouver","BC",37569
"Vancouver","BC",41693
"Vancouver","BC",9782
"Vancouver","BC",55474
"Vancouver","BC",33733
"Victoria","BC",56210
"Vancouver","BC",38466
"Victoria","BC",38506
"Vancouver","BC",23685
"Vancouver","BC",5845
"Vancouver","BC",52175
"Vancouver","BC",49001
"Vancouver","BC",35514
"Vancouver","BC",37596
"Vancouver","BC",26819
"Vancouver","BC",8234
"Victoria","BC",46149
"Vancouver","BC",17574
"Victoria","BC",42606
"Vancouver","BC",54745
"Vancouver","BC",33017
"Vancouver","BC",55775
"Vancouver","BC",20593
"Vancouver","BC",35740
"Vancouver","BC",12493
"Vancouver","BC",53181
"Vancouver","BC",55477
"Victoria","BC",51120
"Vancouver","BC",38280
"Vancouver","BC",41065
"Vancouver","BC",50095
"Vancouver","BC",11579
"Vancouver","BC",30204
"Vancouver","BC",30211
"Victoria","BC",29576
"Vancouver","BC",15718
"Vancouver","BC",35154
"Victoria","BC",37750
"Vancouver","BC",9779
"Vancouver","BC",20567
"Vancouver","BC",5793
"Vancouver","BC",21790
"Vancouver","BC",854
"Vancouver","BC",47482
"Vancouver","BC",43246
"Victoria","BC",34992
"Vancouver","BC",15723
"Vancouver","BC",19716
"Vancouver","BC",22572
"Vancouver","BC",54141
"Vancouver","BC",44721
"Vancouver","BC",26836
"Vancouver","BC",36119
"Vancouver","BC",48969
"Vancouver","BC",57170
"Vancouver","BC",19017
"Victoria","BC",51698
